time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-05 00:00:00+00:00,49,12,49,2
2026-05-06 00:00:00+00:00,15,6,0,0
2026-05-07 00:00:00+00:00,4,4,5,2
2026-05-08 00:00:00+00:00,4,4,7,3
2026-05-09 00:00:00+00:00,26,8,1,1
2026-05-10 00:00:00+00:00,8,4,3,2
2026-05-11 00:00:00+00:00,10,4,20,5
2026-05-12 00:00:00+00:00,35,12,5,3
2026-05-13 00:00:00+00:00,15,4,0,0
2026-05-14 00:00:00+00:00,25,10,0,0
2026-05-15 00:00:00+00:00,20,7,2,1
2026-05-16 00:00:00+00:00,30,9,2,2
2026-05-17 00:00:00+00:00,8,3,1,1
2026-05-18 00:00:00+00:00,16,7,0,0
